Billericay,Billericay,Essex,England,UK,4,51.6167,0.4167,GB-ESS
Bilston,Bilston,Staffordshire,England,UK,4,52.5667,-2.0667,GB-STS
Bingham,Bingham,Nottinghamshire,England,UK,4,52.9333,-0.95,GB-NTT
Lampeter,Lampeter,Ceredigion,Wales,UK,4,52.1167,-4.0667,GB-CGN
Birmingham,Birmingham,West Midlands,England,UK,4,52.4667,-1.9167,GB-BIR
Talgarth,Talgarth,Ceredigion,Wales,UK,4,51.9833,-3.2333,GB-CGN
Blackburn,Blackburn,Lancashire,England,UK,4,53.75,-2.4833,GB-LAN
Tregaron,Tregaron,Ceredigion,Wales,UK,4,52.2333,-3.9167,GB-CGN
Blackpool,Blackpool,Lancashire,England,UK,4,53.8167,-3.05,GB-BPL
Blackwall,Blackwall,Greater London,England,UK,4,51.5167,0,GB-LDN
Blandford Forum,Blandford Forum,Dorset,England,UK,4,50.8667,-2.1667,GB-DOR
Bletchley,Bletchley,Essex,England,UK,4,51.9833,-0.7333,GB-ESS
Bloomsbury,Bloomsbury,Greater London,England,UK,4,51.5167,-0.1167,GB-CMD
Alsager,Alsager,Cheshire,England,UK,4,53.1,-2.3,GB-CHS
Bodmin,Bodmin,Cornwall,England,UK,4,50.4664,-4.7256,GB-CON
Bognor Regis,Bognor Regis,West Sussex,England,UK,4,50.7833,-0.65,GB-WSX
Bebington,Bebington,Cheshire,England,UK,4,53.35,-3.0167,GB-CHS
Bolsover,Bolsover,Derbyshire,England,UK,4,53.2167,-1.2833,GB-DBY
Bolton,Bolton,Greater Manchester,England,UK,4,53.5833,-2.4333,GB-BOL
Biddulph,Biddulph,Cheshire,England,UK,4,53.1167,-2.1667,GB-CHS
Borehamwood,Borehamwood,Hertfordshire,England,UK,4,51.65,-0.2667,GB-HRT
Bournemouth,Bournemouth,Dorset,England,UK,4,50.7167,-1.8833,GB-BMH
Bow,Bow,Greater London,England,UK,4,51.5333,-0.0167,GB-LDN
Birkenhead,Birkenhead,Cheshire,England,UK,4,53.4,-3.0333,GB-CHS
Bradford,Bradford,West Yorkshire,England,UK,4,53.7833,-1.75,GB-BRD
Brading,Brading,Isle of Wight,England,UK,4,50.6833,-1.15,GB-IOW
Bradninch,Bradninch,Devon,England,UK,4,50.8333,-3.4167,GB-DEV
Braintree,Braintree,Essex,England,UK,4,51.8833,0.5667,GB-ESS
Brechin,Brechin,Perth and Kinross,Scotland,UK,4,56.7333,-2.65,GB-PKN
Brecon,Brecon,Powys,Wales,UK,4,51.95,-3.3833,GB-POW
Brent,Brent,Greater London,England,UK,4,51.55,-0.2667,GB-BEN
Brentford,Brentford,Greater London,England,UK,4,51.4888,-0.3048,GB-LDN
Brentwood,Brentwood,Essex,England,UK,4,51.6167,0.3167,GB-ESS
Bollington,Bollington,Cheshire,England,UK,4,53.3,-2.0833,GB-CHS
Congleton,Congleton,Cheshire,England,UK,4,53.15,-2.2,GB-CHS
Bridgnorth,Bridgnorth,Shropshire,England,UK,4,52.5333,-2.4167,GB-SHR
Bridgwater,Bridgwater,Somerset,England,UK,4,51.1297,-3.0006,GB-SOM
Bridlington,Bridlington,North Yorkshire,England,UK,4,54.095,-0.2081,GB-NYK
Bridport,Bridport,Dorset,England,UK,4,50.7333,-2.7167,GB-DOR
Brigg,Brigg,Lincolnshire,England,UK,4,53.55,-0.4833,GB-LIN
Brighouse,Brighouse,North Yorkshire,England,UK,4,53.7,-1.7833,GB-NYK
Brightlingsea,Brightlingsea,Hampshire,England,UK,4,51.8,1.0333,GB-HAM
Brighton,Brighton,East Sussex,England,UK,4,50.8333,-0.15,GB-BNH
Bristol,Bristol,Gloucestershire,England,UK,4,51.45,-2.5833,GB-GLS
Brixham,Brixham,Devon,England,UK,4,50.3833,-3.5,GB-DEV
Broadstairs,Broadstairs,Kent,England,UK,4,51.3667,1.45,GB-KEN
Bromley,Bromley,Greater London,England,UK,4,51.4,0.05,GB-BRY
Bromsgrove,Bromsgrove,Worcestershire,England,UK,4,52.3333,-2.0667,GB-WOR
Bromyard,Bromyard,Herefordshire,England,UK,4,52.1833,-2.5,GB-HEF
Crewe,Crewe,Cheshire,England,UK,4,53.1,-2.4333,GB-CHS
Buckfastleigh,Buckfastleigh,Devon,England,UK,4,50.4833,-3.7833,GB-DEV
Buckie,Buckie,Aberdeenshire,Scotland,UK,4,57.6667,-2.9667,GB-ABD
Buckingham,Buckingham,Buckinghamshire,England,UK,4,52,-0.9833,GB-BKM
Buckinghamshire,,Buckinghamshire,England,UK,3,51.6333,-0.7667,GB-BKM
Dukinfield,Dukinfield,Cheshire,England,UK,4,53.4833,-2.0833,GB-CHS
Bude,Bude,Cornwall,England,UK,4,50.8239,-4.5478,GB-CON
Budleigh Salterton,Budleigh Salterton,Devon,England,UK,4,50.6333,-3.3333,GB-DEV
Builth Wells,Builth Wells,Powys,Wales,UK,4,52.1667,-3.4167,GB-POW
Bungay,Bungay,Suffolk,England,UK,4,52.45,1.45,GB-SFK
Buntingford,Buntingford,Hertfordshire,England,UK,4,51.95,-0.0167,GB-HRT
Burford,Burford,Oxfordshire,England,UK,4,51.8,-1.6333,GB-OXF
Burgess Hill,Burgess Hill,West Sussex,England,UK,4,50.9667,-0.1333,GB-WSX
Burnham On Crouch,Burnham On Crouch,Essex,England,UK,4,51.6167,0.8333,GB-ESS
Burnley,Burnley,Lancashire,England,UK,4,53.8,-2.2333,GB-LAN
Burntisland,Burntisland,Fife,Scotland,UK,4,56.05,-3.2333,GB-FIF
Burntwood,Burntwood,Staffordshire,England,UK,4,52.6833,-1.9,GB-STS
Ellesmere Port,Ellesmere Port,Cheshire,England,UK,4,53.2833,-2.9,GB-CHS
Burton Latimer,Burton Latimer,Northamptonshire,England,UK,4,52.35,-0.6667,GB-NTH
Bury,Bury,Greater Manchester,England,UK,4,53.6,-2.3,GB-BUR
Busheyheath,Busheyheath,Greater London,England,UK,4,51.6167,-0.3333,GB-LDN
Frodsham,Frodsham,Cheshire,England,UK,4,53.3,-2.7333,GB-CHS
Buxton,Buxton,Derbyshire,England,UK,4,53.25,-1.9167,GB-DBY
Caernarfon,Caernarfon,Gwynedd,Wales,UK,4,53.15,-4.2667,GB-GWN
Heswall,Heswall,Cheshire,England,UK,4,53.3167,-3.1,GB-CHS
Caistor,Caistor,Lincolnshire,England,UK,4,53.4833,-0.3167,GB-LIN
Hyde,Hyde,Cheshire,England,UK,4,53.45,-2.0833,GB-CHS
Knutsford,Knutsford,Cheshire,England,UK,4,53.3,-2.3667,GB-CHS
Calne,Calne,Wiltshire,England,UK,4,51.4386,-2.0042,GB-WIL
Camberley,Camberley,Surrey,England,UK,4,51.35,-0.7333,GB-SRY
Camborne,Camborne,Cornwall,England,UK,4,50.2122,-5.2944,GB-CON
Cambridge,Cambridge,Cambridgeshire,England,UK,4,52.2,0.1167,GB-CAM
Cambridgeshire,,Cambridgeshire,England,UK,3,52.5833,-0.25,GB-CAM
Camden|Camden Town,Camden,Greater London,England,UK,4,51.5457,-0.1403,GB-CMD
Camelford,Camelford,Cornwall,England,UK,4,50.6167,-4.6833,GB-CON
Macclesfield,Macclesfield,Cheshire,England,UK,4,53.25,-2.1167,GB-CHS
Cannock,Cannock,Staffordshire,England,UK,4,52.6833,-2.0167,GB-STS
Canterbury,Canterbury,Kent,England,UK,4,51.2667,1.0833,GB-KEN
Middlewich,Middlewich,Cheshire,England,UK,4,53.1833,-2.4333,GB-CHS
Nantwich,Nantwich,Cheshire,England,UK,4,53.0667,-2.5167,GB-CHS
Carlisle,Carlisle,Cumbria,England,UK,4,54.8833,-2.9333,GB-CMA
Neston,Neston,Cheshire,England,UK,4,53.2833,-3.05,GB-CHS
Northwich,Northwich,Cheshire,England,UK,4,53.2667,-2.5,GB-CHS
Carnforth,Carnforth,Cumbria,England,UK,4,54.1167,-2.7667,GB-CMA
Carnoustie,Carnoustie,Perth and Kinross,Scotland,UK,4,56.5,-2.7167,GB-PKN
Carrickfergus,,Carrickfergus,Northern Ireland,UK,3,54.7167,-5.7333,GB-CKF
Carterton,Carterton,Oxfordshire,England,UK,4,51.75,-1.5833,GB-OXF
Castle Douglas,Castle Douglas,Dumfries and Galloway,Scotland,UK,4,54.9333,-3.95,GB-DGY
Runcorn,Runcorn,Cheshire,England,UK,4,53.3333,-2.75,GB-CHS
Castleford,Castleford,North Yorkshire,England,UK,4,53.7167,-1.35,GB-NYK
Sale,Sale,Cheshire,England,UK,4,53.4167,-2.3,GB-CHS
Sandbach,Sandbach,Cheshire,England,UK,4,53.1333,-2.3667,GB-CHS
Widnes,Widnes,Cheshire,England,UK,4,53.35,-2.7333,GB-CHS
Chard,Chard,Somerset,England,UK,4,50.8667,-2.9667,GB-SOM
Charing Cross,Charing Cross,Greater London,England,UK,4,51.5078,-0.122,GB-WSM
Charlbury,Charlbury,Oxfordshire,England,UK,4,51.8667,-1.4667,GB-OXF
Chatham,Chatham,Kent,England,UK,4,51.3833,0.5167,GB-KEN
Chatteris,Chatteris,Cambridgeshire,England,UK,4,52.45,0.05,GB-CAM
Chelmsford,Chelmsford,Essex,England,UK,4,51.7333,0.4833,GB-ESS
Chelsea,Chelsea,Greater London,England,UK,4,51.4843,-0.1749,GB-KEC
Chelsfield,Chelsfield,Greater London,England,UK,4,51.35,0.1333,GB-LDN
Cheltenham,Cheltenham,Gloucestershire,England,UK,4,51.9,-2.0833,GB-GLS
Winsford,Winsford,Cheshire,England,UK,4,53.1833,-2.5167,GB-CHS
Chesham,Chesham,Buckinghamshire,England,UK,4,51.7,-0.6,GB-BKM
Cheshire,,Cheshire,England,UK,3,53.35,-2.7333,GB-CHS
Cheshunt,Cheshunt,Herefordshire,England,UK,4,51.7,-0.0333,GB-HEF
Chessington,Chessington,Greater London,England,UK,4,51.35,-0.3,GB-LDN
Chester,Chester,Cheshire,England,UK,4,53.2,-2.9167,GB-CHS
Chesterfield,Chesterfield,Derbyshire,England,UK,4,53.25,-1.4167,GB-DBY
Chichester,Chichester,West Sussex,England,UK,4,50.8333,-0.7833,GB-WSX
Chingford,Chingford,Greater London,England,UK,4,51.6285,0.0034,GB-LDN
Chipping Barnet,Chipping Barnet,Greater London,England,UK,4,51.65,-0.2,GB-BNE
Chipping Campden,Chipping Campden,Gloucestershire,England,UK,4,52.0333,-1.7833,GB-GLS
Chipping Norton,Chipping Norton,Oxfordshire,England,UK,4,51.8667,-1.5333,GB-OXF
Chipping Sodbury,Chipping Sodbury,Gloucestershire,England,UK,4,51.5333,-2.3833,GB-GLS
Chislehurst,Chislehurst,Greater London,England,UK,4,51.4,0.0667,GB-LDN
Chiswick,Chiswick,Greater London,England,UK,4,51.4833,-0.2667,GB-LDN
Chorley,Chorley,Lancashire,England,UK,4,53.65,-2.6167,GB-LAN
Church Stretton,Church Stretton,Shropshire,England,UK,4,52.55,-2.8,GB-SHR
Cinderford,Cinderford,Gloucestershire,England,UK,4,51.8167,-2.4833,GB-GLS
Cirencester,Cirencester,Gloucestershire,England,UK,4,51.7333,-1.9833,GB-GLS
City Of London,City Of London,Greater London,England,UK,4,51.5141,-0.0937,GB-LDN
Cleckheaton,Cleckheaton,North Yorkshire,England,UK,4,53.7167,-1.7167,GB-NYK
Cleethorpes,Cleethorpes,Lincolnshire,England,UK,4,53.55,-0.0333,GB-LIN
Clevedon,Clevedon,Somerset,England,UK,4,51.4353,-2.8525,GB-SOM
Clitheroe,Clitheroe,Lancashire,England,UK,4,53.8667,-2.4,GB-LAN
Antrim,Antrim,County Antrim,Northern Ireland,UK,4,54.7,-6.2,GB-ANT
Ballycastle,Ballycastle,County Antrim,Northern Ireland,UK,4,55.2167,-6.2333,GB-ANT
Ballyclare,Ballyclare,County Antrim,Northern Ireland,UK,4,54.7667,-6.0167,GB-ANT
Coalville,Coalville,Leicestershire,England,UK,4,52.7167,-1.3667,GB-LEC
Ballymena,Ballymena,County Antrim,Northern Ireland,UK,4,54.8667,-6.2667,GB-ANT
Cockermouth,Cockermouth,Cumbria,England,UK,4,54.6667,-3.35,GB-CMA
Cockfosters,Cockfosters,Greater London,England,UK,4,51.65,-0.1667,GB-LDN
Coggeshall,Coggeshall,Essex,England,UK,4,51.8667,0.6833,GB-ESS
Colchester,Colchester,Essex,England,UK,4,51.8833,0.9,GB-ESS
Ballymoney,Ballymoney,County Antrim,Northern Ireland,UK,4,55.0833,-6.5167,GB-ANT
Larne,Larne,County Antrim,Northern Ireland,UK,4,54.85,-5.8167,GB-ANT
Colwyn Bay,Colwyn Bay,Gwynedd,Wales,UK,4,53.3,-3.75,GB-GWN
Lisburn,Lisburn,County Antrim,Northern Ireland,UK,4,54.5167,-6.0667,GB-ANT
Moyle,Moyle,County Antrim,Northern Ireland,UK,4,55.2167,-6.2333,GB-ANT
Conwy,Conwy,Gwynedd,Wales,UK,4,53.2833,-3.8333,GB-CWY
Newtownabbey,Newtownabbey,County Antrim,Northern Ireland,UK,4,54.6667,-5.8667,GB-ANT
Corbridge,Corbridge,Northumberland,England,UK,4,54.9667,-2.0167,GB-NBL
Corby,Corby,Nottinghamshire,England,UK,4,52.4833,-0.6667,GB-NTT
Cornwall,,Cornwall,England,UK,3,50.3383,-4.7658,GB-CON
Covent Garden,Covent Garden,Greater London,England,UK,4,51.5,-0.1333,GB-CMD
Coventry,Coventry,West Midlands,England,UK,4,52.4167,-1.55,GB-COV
Randalstown,Randalstown,County Antrim,Northern Ireland,UK,4,54.75,-6.3,GB-ANT
Cowdenbeath,Cowdenbeath,Fife,Scotland,UK,4,56.1167,-3.35,GB-FIF
Cowes,Cowes,Isle of Wight,England,UK,4,50.7667,-1.3,GB-IOW
Cowley,Cowley,Greater London,England,UK,4,51.5167,-0.4667,GB-LDN
Armagh,Armagh,County Armagh,Northern Ireland,UK,4,54.35,-6.6667,GB-ARM
Cramlington,Cramlington,Northumberland,England,UK,4,55.0667,-1.5833,GB-NBL
Cranford,Cranford,Greater London,England,UK,4,51.4769,-0.4134,GB-LDN
Crawley,Crawley,West Sussex,England,UK,4,51.1167,-0.1833,GB-WSX
Crayford,Crayford,Kent,England,UK,4,51.4333,0.1833,GB-KEN
Crediton,Crediton,Devon,England,UK,4,50.7833,-3.65,GB-DEV
Craigavon,Craigavon,County Armagh,Northern Ireland,UK,4,54.4667,-6.4167,GB-ARM
Crewkerne,Crewkerne,Somerset,England,UK,4,50.8833,-2.8,GB-SOM
Criccieth,Criccieth,Gwynedd,Wales,UK,4,52.9167,-4.2333,GB-GWN
Crickhowell,Crickhowell,Powys,Wales,UK,4,51.85,-3.1333,GB-POW
Cricklewood,Cricklewood,Greater London,England,UK,4,51.55,-0.2167,GB-BEN
Crieff,Crieff,Perth and Kinross,Scotland,UK,4,56.3667,-3.8333,GB-PKN
Lurgan,Lurgan,County Armagh,Northern Ireland,UK,4,54.4667,-6.3333,GB-ARM
Cromer,Cromer,Norfolk,England,UK,4,52.9333,1.3,GB-NFK
Crowborough,Crowborough,East Sussex,England,UK,4,51.05,0.15,GB-ESX
Portadown,Portadown,County Armagh,Northern Ireland,UK,4,54.4333,-6.45,GB-ARM
Croydon,Croydon,Greater London,England,UK,4,51.3833,-0.1,GB-CRY
Cubitt Town,Cubitt Town,Greater London,England,UK,4,51.4833,0,GB-LDN
Cuckfield,Cuckfield,East Sussex,England,UK,4,51.0167,-0.1333,GB-ESX
Cudham,Cudham,Greater London,England,UK,4,51.3,0.0667,GB-LDN
Cullen,Cullen,Aberdeenshire,Scotland,UK,4,57.6833,-2.8167,GB-ABD
Cullompton,Cullompton,Devon,England,UK,4,50.8667,-3.4,GB-DEV
Ards,Ards,County Down,Northern Ireland,UK,4,54.5833,-5.6667,GB-DOW
Cumbria,,Cumbria,England,UK,3,54.8833,-2.9333,GB-CMA
Cupar,Cupar,Fife,Scotland,UK,4,56.3167,-3.0167,GB-FIF
Ballynahinch,Ballynahinch,County Down,Northern Ireland,UK,4,54.4,-5.8833,GB-DOW
Dagenham,Dagenham,Greater London,England,UK,4,51.55,0.1667,GB-BDG
Dalbeattie,Dalbeattie,Dumfries and Galloway,Scotland,UK,4,54.9333,-3.8333,GB-DGY
Banbridge,Banbridge,County Down,Northern Ireland,UK,4,54.35,-6.2833,GB-DOW
Darlington,Darlington,County Durham,England,UK,4,54.5333,-1.5667,GB-DAL
Dartford,Dartford,Kent,England,UK,4,51.45,0.2167,GB-KEN
Dartmouth,Dartmouth,Devon,England,UK,4,50.35,-3.5833,GB-DEV
Darwen,Darwen,Lancashire,England,UK,4,53.7,-2.4667,GB-LAN
Daventry,Daventry,Northamptonshire,England,UK,4,52.25,-1.1667,GB-NTH
Dawlish,Dawlish,Devon,England,UK,4,50.5833,-3.4667,GB-DEV
Deal,Deal,Kent,England,UK,4,51.2167,1.4,GB-KEN
Castlewellan,Castlewellan,County Down,Northern Ireland,UK,4,54.2667,-5.9333,GB-DOW
Comber,Comber,County Down,Northern Ireland,UK,4,54.55,-5.7,GB-DOW
Denton,Denton,Lancashire,England,UK,4,52.2,-0.7667,GB-LAN
Derby,Derby,Derbyshire,England,UK,4,52.9333,-1.5,GB-DER
Derbyshire,,Derbyshire,England,UK,3,52.9333,-1.5,GB-DBY
Dereham,Dereham,Norfolk,England,UK,4,52.6833,0.9333,GB-NFK
Donaghadee,Donaghadee,County Down,Northern Ireland,UK,4,54.6333,-5.5333,GB-DOW
Devizes,Devizes,Wiltshire,England,UK,4,51.35,-1.9833,GB-WIL
Devon,,Devon,England,UK,3,50.3964,-4.1386,GB-DEV
Dewsbury,Dewsbury,North Yorkshire,England,UK,4,53.7,-1.6167,GB-NYK
Didcot,Didcot,Oxfordshire,England,UK,4,51.6,-1.25,GB-OXF
Down,Down,County Down,Northern Ireland,UK,4,54.4,-5.8833,GB-DOW
Diss,Diss,Suffolk,England,UK,4,52.3833,1.1167,GB-SFK
Dolgellau,Dolgellau,Gwynedd,Wales,UK,4,52.75,-3.8833,GB-GWN
Dollis Hill,Dollis Hill,Greater London,England,UK,4,51.55,-0.2333,GB-LDN
Downpatrick,Downpatrick,County Down,Northern Ireland,UK,4,54.3167,-5.7,GB-DOW
Doncaster,Doncaster,South Yorkshire,England,UK,4,53.5333,-1.1167,GB-DNC
Dorchester,Dorchester,Dorset,England,UK,4,50.7167,-2.4333,GB-DOR
Dorking,Dorking,Surrey,England,UK,4,51.2167,-0.3333,GB-SRY
Killyleagh,Killyleagh,County Down,Northern Ireland,UK,4,54.4,-5.7167,GB-DOW
Dorset,,Dorset,England,UK,3,50.7167,-2,GB-DOR
Dover,Dover,Kent,England,UK,4,51.1333,1.3,GB-KEN
